19,0,2015/04/08 02:44:09,2015/04/08 02:48:12,スラッジ低減運転指令 なし
19,0,2015/04/08 01:34:11,2015/04/08 01:38:14,スラッジ低減運転指令 なし
19,0,2015/04/07 22:08:20,2015/04/07 22:09:21,スラッジ低減運転指令 なし
17,0,2015/04/07 19:30:09,2015/04/07 19:50:26,演算異常
13,0,2015/04/07 19:19:30,2015/04/07 19:50:31,溶解槽自己循環ﾎﾟﾝﾌﾟ停止
17,0,2015/04/07 18:46:33,2015/04/07 18:50:36,演算異常
17,0,2015/04/07 16:17:46,2015/04/07 16:38:02,演算異常
13,0,2015/04/07 16:07:06,2015/04/07 16:38:06,溶解槽自己循環ﾎﾟﾝﾌﾟ停止
17,0,2015/04/07 15:34:09,2015/04/07 15:38:12,演算異常
17,0,2015/04/07 15:18:39,2015/04/07 15:29:04,演算異常
03,0,2015/03/20 17:32:18,2015/04/07 15:18:37,ﾙｰﾌﾟ制御/　CASﾓｰﾄﾞ選択でない
19,0,2015/03/20 17:32:17,2015/04/07 15:18:37,スラッジ低減運転指令 なし
03,0,2015/03/20 17:23:38,2015/03/20 17:24:58,ﾙｰﾌﾟ制御/　CASﾓｰﾄﾞ選択でない
19,0,2015/03/20 17:23:23,2015/03/20 17:24:53,スラッジ低減運転指令 なし
19,0,2015/03/20 17:05:36,2015/03/20 17:16:07,スラッジ低減運転指令 なし
03,0,2015/03/20 17:05:36,2015/03/20 17:16:16,ﾙｰﾌﾟ制御/　CASﾓｰﾄﾞ選択でない
03,0,2015/03/20 16:21:55,2015/03/20 16:22:15,ﾙｰﾌﾟ制御/　CASﾓｰﾄﾞ選択でない
19,0,2015/03/20 16:21:48,2015/03/20 16:21:56,スラッジ低減運転指令 なし
07,0,2015/03/20 15:44:21,2015/03/20 15:45:27,3ETL　循環ﾀﾝｸ錫ｲｵﾝ濃度低下
09,0,2015/03/20 15:42:58,2015/03/20 15:43:06,ｽﾄﾚｰｼﾞAﾀﾝｸ錫ｲｵﾝ濃度低下
19,0,2015/03/20 15:35:06,2015/03/20 16:13:45,スラッジ低減運転指令 なし
13,0,2015/03/20 15:35:06,2015/03/20 16:13:55,溶解槽自己循環ﾎﾟﾝﾌﾟ停止
03,0,2015/03/20 15:35:06,2015/03/20 16:13:55,ﾙｰﾌﾟ制御/　CASﾓｰﾄﾞ選択でない
01,0,2015/03/20 15:31:03,2015/03/20 15:35:06,Ethernet通信異常
