2017/11/16 17:21:38
2017/11/16 17:21:38,12.3,0,0,12.3
2017/11/16 17:20:38,12.3,0,0,12.3
2017/11/16 17:19:55,12.3,0,0,12.3
2017/11/16 17:18:54,12.3,0,0,12.3
2017/11/16 17:17:53,12.3,0,0,12.3
2017/11/16 17:16:53,12.3,0,0,12.3
2017/11/16 17:15:52,12.3,0,0,12.3
2017/11/16 17:14:51,12.3,0,0,12.3
2017/11/16 17:13:50,12.3,0,0,12.3
2017/11/16 17:12:20,12.3,0,0,12.3
2017/11/16 17:10:58,12.3,0,0,12.3
2017/11/16 17:09:57,12.3,0,0,12.3
2017/11/16 17:08:56,12.3,0,0,12.3
2017/11/16 17:07:55,12.3,0,0,12.3
2017/11/16 17:06:54,12.3,0,0,12.3
2017/11/16 17:05:54,12.3,0,0,12.3
2017/11/16 17:04:53,12.3,0,0,12.3
2017/11/16 17:03:52,12.3,0,0,12.3
2017/11/16 17:02:51,12.3,0,0,12.3
2017/11/16 17:01:50,12.3,0,0,12.3
2017/11/16 17:00:49,12.3,0,0,12.3
2017/11/16 16:59:49,12.3,0,0,12.3
2017/11/16 16:59:01,12.3,0,0,12.3
2017/11/16 16:58:00,12.3,0,0,12.3
2017/11/16 16:56:59,12.3,0,0,12.3
2017/11/16 16:55:59,12.3,0,0,12.3
2017/11/16 16:54:58,12.3,0,0,12.3
2017/11/16 16:54:15,12.3,0,0,12.3
2017/11/16 16:52:14,12.3,0,0,12.3
2017/11/16 16:51:13,12.3,0,0,12.3
2017/11/16 16:51:12,0,0,0,0
0001/01/01 00:00:00,0,0,0,0
0001/01/01 00:00:00,0,0,0,0
0001/01/01 00:00:00,0,0,0,0
0001/01/01 00:00:00,0,0,0,0
0001/01/01 00:00:00,0,0,0,0
0001/01/01 00:00:00,0,0,0,0
0001/01/01 00:00:00,0,0,0,0
0001/01/01 00:00:00,0,0,0,0
0001/01/01 00:00:00,0,0,0,0
0001/01/01 00:00:00,0,0,0,0
0001/01/01 00:00:00,0,0,0,0
0001/01/01 00:00:00,0,0,0,0
0001/01/01 00:00:00,0,0,0,0
0001/01/01 00:00:00,0,0,0,0
